L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,mul_cap,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,400,14,3.75E-09,5.68E-09,2.48E-05,75.24,3.62E+08,6.73E+06,3.67E+08,3.08E-03,48.26,3.56E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,500,14,3.79E-09,5.63E-09,2.35E-05,72.34,3.35E+08,6.27E+06,3.39E+08,3.08E-03,48.45,3.38E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,600,14,3.81E-09,5.60E-09,2.24E-05,71.49,3.18E+08,5.91E+06,3.19E+08,3.08E-03,48.56,3.26E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,700,14,3.83E-09,5.58E-09,2.15E-05,69.88,2.99E+08,5.61E+06,3.02E+08,3.08E-03,48.64,3.11E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,800,14,3.86E-09,5.56E-09,2.08E-05,69.34,2.86E+08,5.32E+06,2.89E+08,3.08E-03,48.7,2.92E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,900,14,3.87E-09,5.54E-09,2.02E-05,68.84,2.73E+08,5.05E+06,2.76E+08,3.08E-03,48.73,2.73E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,180,1000,14,3.89E-09,5.53E-09,1.97E-05,67.99,2.60E+08,4.84E+06,2.61E+08,3.08E-03,48.76,2.67E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,300,14,3.69E-09,5.80E-09,2.80E-05,80.09,3.84E+08,7.38E+06,3.86E+08,3.67E-03,47.63,3.66E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,400,14,3.73E-09,5.72E-09,2.60E-05,76.12,3.53E+08,6.79E+06,3.58E+08,3.67E-03,48.03,3.48E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,500,14,3.76E-09,5.67E-09,2.47E-05,75.53,3.36E+08,6.26E+06,3.40E+08,3.67E-03,48.28,3.29E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,600,14,3.79E-09,5.64E-09,2.36E-05,73.55,3.15E+08,5.92E+06,3.15E+08,3.67E-03,48.43,3.17E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,700,14,3.81E-09,5.61E-09,2.27E-05,73.17,3.01E+08,5.58E+06,3.03E+08,3.67E-03,48.54,3.03E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,800,14,3.83E-09,5.59E-09,2.19E-05,71.88,2.85E+08,5.30E+06,2.88E+08,3.67E-03,48.61,2.87E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,900,14,3.85E-09,5.57E-09,2.13E-05,71.61,2.72E+08,5.01E+06,2.76E+08,3.67E-03,48.67,2.80E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,220,1000,14,3.86E-09,5.56E-09,2.07E-05,70.78,2.60E+08,4.82E+06,2.61E+08,3.67E-03,48.71,2.60E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,300,14,3.68E-09,5.84E-09,2.90E-05,82.71,3.86E+08,7.44E+06,3.88E+08,4.26E-03,47.33,3.54E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,400,14,3.71E-09,5.77E-09,2.72E-05,78.5,3.52E+08,6.81E+06,3.57E+08,4.26E-03,47.82,3.40E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,500,14,3.74E-09,5.71E-09,2.58E-05,76.13,3.30E+08,6.29E+06,3.33E+08,4.26E-03,48.11,3.28E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,600,14,3.76E-09,5.67E-09,2.47E-05,76.01,3.15E+08,5.90E+06,3.15E+08,4.26E-03,48.3,3.10E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,700,14,3.79E-09,5.64E-09,2.36E-05,74.5,2.98E+08,5.59E+06,3.00E+08,4.26E-03,48.42,2.97E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,800,14,3.81E-09,5.61E-09,2.28E-05,74.38,2.85E+08,5.27E+06,2.88E+08,4.26E-03,48.51,2.80E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,900,14,3.82E-09,5.60E-09,2.22E-05,73.41,2.71E+08,5.00E+06,2.74E+08,4.26E-03,48.59,2.70E+08
4.00E-07,1.00E-06,2.00E-07,1,44,32,260,1000,14,3.84E-09,5.58E-09,2.16E-05,72.67,2.59E+08,4.80E+06,2.60E+08,4.26E-03,48.64,2.62E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,20,100,14,4.19E-09,5.79E-09,2.10E-05,53.96,4.22E+08,6.75E+06,4.25E+08,6.49E-04,49.08,3.66E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,100,14,4.03E-09,5.99E-09,2.79E-05,78.88,4.14E+08,7.23E+06,4.18E+08,1.24E-03,48.25,3.61E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,200,14,4.13E-09,5.84E-09,2.33E-05,69.69,3.71E+08,6.45E+06,3.75E+08,1.24E-03,48.9,3.48E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,300,14,4.20E-09,5.79E-09,2.10E-05,64.46,3.38E+08,6.00E+06,3.42E+08,1.24E-03,49.07,3.34E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,400,14,4.25E-09,5.77E-09,1.95E-05,60.49,3.05E+08,5.64E+06,3.07E+08,1.24E-03,49.14,3.16E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,500,14,4.29E-09,5.75E-09,1.84E-05,58.12,2.84E+08,5.32E+06,2.88E+08,1.24E-03,49.15,2.89E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,600,14,4.32E-09,5.74E-09,1.75E-05,56.3,2.66E+08,5.02E+06,2.69E+08,1.24E-03,49.14,2.88E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,700,14,4.34E-09,5.74E-09,1.68E-05,54.7,2.48E+08,4.80E+06,2.49E+08,1.24E-03,49.12,2.77E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,800,14,4.37E-09,5.73E-09,1.62E-05,53.57,2.35E+08,4.60E+06,2.37E+08,1.24E-03,49.1,2.66E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,900,14,4.39E-09,5.73E-09,1.57E-05,52.63,2.23E+08,4.41E+06,2.25E+08,1.24E-03,49.07,2.52E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,60,1000,14,4.40E-09,5.73E-09,1.53E-05,51.78,2.11E+08,4.22E+06,2.13E+08,1.24E-03,49.04,2.35E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,100,14,3.96E-09,6.15E-09,3.16E-05,89.29,5.24E+08,7.57E+06,5.28E+08,1.83E-03,47.33,3.14E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,200,14,4.05E-09,5.95E-09,2.67E-05,78.99,3.81E+08,6.58E+06,3.84E+08,1.83E-03,48.47,3.34E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,300,14,4.12E-09,5.86E-09,2.39E-05,73.36,3.42E+08,6.03E+06,3.46E+08,1.83E-03,48.82,3.23E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,400,14,4.17E-09,5.82E-09,2.23E-05,70.1,3.15E+08,5.62E+06,3.15E+08,1.83E-03,49,3.07E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,500,14,4.21E-09,5.79E-09,2.10E-05,67.68,2.94E+08,5.28E+06,2.97E+08,1.83E-03,49.07,2.87E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,600,14,4.24E-09,5.77E-09,2.00E-05,65.93,2.75E+08,4.97E+06,2.79E+08,1.83E-03,49.12,2.76E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,700,14,4.27E-09,5.76E-09,1.92E-05,64.58,2.59E+08,4.74E+06,2.61E+08,1.83E-03,49.14,2.54E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,800,14,4.29E-09,5.75E-09,1.86E-05,63.54,2.46E+08,4.52E+06,2.47E+08,1.83E-03,49.15,2.53E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,900,14,4.32E-09,5.75E-09,1.80E-05,62.62,2.33E+08,4.32E+06,2.36E+08,1.83E-03,49.14,2.43E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,100,1000,14,4.33E-09,5.74E-09,1.75E-05,61.89,2.22E+08,4.13E+06,2.25E+08,1.83E-03,49.14,2.30E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,200,14,4.01E-09,6.03E-09,2.89E-05,81.42,3.62E+08,6.72E+06,3.67E+08,2.41E-03,48.01,3.22E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,300,14,4.07E-09,5.93E-09,2.62E-05,77.69,3.38E+08,6.07E+06,3.41E+08,2.42E-03,48.54,3.09E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,400,14,4.12E-09,5.87E-09,2.43E-05,73.41,3.09E+08,5.65E+06,3.10E+08,2.42E-03,48.79,2.94E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,500,14,4.16E-09,5.83E-09,2.29E-05,72.06,2.91E+08,5.27E+06,2.95E+08,2.42E-03,48.93,2.83E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,600,14,4.19E-09,5.81E-09,2.19E-05,70.91,2.76E+08,4.94E+06,2.79E+08,2.42E-03,49.02,2.66E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,700,14,4.22E-09,5.79E-09,2.10E-05,69.9,2.61E+08,4.70E+06,2.63E+08,2.42E-03,49.07,2.55E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,800,14,4.24E-09,5.78E-09,2.03E-05,68.57,2.47E+08,4.49E+06,2.48E+08,2.42E-03,49.11,2.42E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,900,14,4.26E-09,5.77E-09,1.97E-05,67.98,2.35E+08,4.27E+06,2.38E+08,2.42E-03,49.13,2.33E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,140,1000,14,4.28E-09,5.76E-09,1.91E-05,67.47,2.25E+08,4.08E+06,2.28E+08,2.42E-03,49.14,2.26E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,200,14,3.98E-09,6.10E-09,3.06E-05,85.9,3.69E+08,6.85E+06,3.74E+08,3.00E-03,47.55,3.12E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,300,14,4.03E-09,5.99E-09,2.79E-05,78.79,3.27E+08,6.13E+06,3.30E+08,3.00E-03,48.24,3.01E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,400,14,4.08E-09,5.92E-09,2.60E-05,77.47,3.10E+08,5.65E+06,3.11E+08,3.00E-03,48.58,2.87E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,500,14,4.12E-09,5.87E-09,2.44E-05,74.72,2.89E+08,5.28E+06,2.93E+08,3.00E-03,48.77,2.74E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,600,14,4.15E-09,5.85E-09,2.33E-05,74.05,2.75E+08,4.94E+06,2.78E+08,3.00E-03,48.89,2.60E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,700,14,4.18E-09,5.82E-09,2.24E-05,72.57,2.59E+08,4.69E+06,2.61E+08,3.00E-03,48.98,2.51E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,800,14,4.20E-09,5.81E-09,2.17E-05,72.13,2.47E+08,4.45E+06,2.48E+08,3.00E-03,49.04,2.32E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,900,14,4.22E-09,5.79E-09,2.10E-05,71.67,2.36E+08,4.24E+06,2.38E+08,3.00E-03,49.07,2.26E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,180,1000,14,4.24E-09,5.78E-09,2.04E-05,70.83,2.25E+08,4.04E+06,2.28E+08,3.00E-03,49.1,2.18E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,300,14,4.01E-09,6.05E-09,2.93E-05,81.64,3.27E+08,6.17E+06,3.29E+08,3.59E-03,47.93,2.94E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,400,14,4.05E-09,5.97E-09,2.73E-05,78.08,3.04E+08,5.69E+06,3.06E+08,3.59E-03,48.35,2.79E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,500,14,4.09E-09,5.92E-09,2.58E-05,77.61,2.89E+08,5.27E+06,2.92E+08,3.59E-03,48.6,2.68E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,600,14,4.12E-09,5.88E-09,2.46E-05,75.77,2.72E+08,4.94E+06,2.75E+08,3.59E-03,48.76,2.56E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,700,14,4.15E-09,5.85E-09,2.36E-05,75.46,2.59E+08,4.67E+06,2.61E+08,3.59E-03,48.86,2.41E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,800,14,4.17E-09,5.83E-09,2.28E-05,74.31,2.46E+08,4.44E+06,2.47E+08,3.59E-03,48.94,2.34E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,900,14,4.19E-09,5.82E-09,2.21E-05,74.09,2.35E+08,4.21E+06,2.38E+08,3.59E-03,49,2.20E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,220,1000,14,4.21E-09,5.80E-09,2.15E-05,73.3,2.25E+08,4.02E+06,2.28E+08,3.59E-03,49.04,2.14E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,300,14,3.99E-09,6.08E-09,3.01E-05,83.93,3.28E+08,6.23E+06,3.30E+08,4.18E-03,47.62,2.87E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,400,14,4.03E-09,6.00E-09,2.82E-05,80.06,3.02E+08,5.72E+06,3.05E+08,4.18E-03,48.12,2.72E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,500,14,4.07E-09,5.95E-09,2.67E-05,77.94,2.84E+08,5.31E+06,2.88E+08,4.18E-03,48.41,2.64E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,600,14,4.10E-09,5.91E-09,2.56E-05,77.89,2.71E+08,4.93E+06,2.74E+08,4.18E-03,48.61,2.51E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,700,14,4.12E-09,5.88E-09,2.46E-05,76.58,2.57E+08,4.67E+06,2.58E+08,4.18E-03,48.74,2.33E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,800,14,4.15E-09,5.86E-09,2.38E-05,76.52,2.45E+08,4.42E+06,2.46E+08,4.18E-03,48.84,2.28E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,900,14,4.17E-09,5.84E-09,2.31E-05,75.63,2.34E+08,4.20E+06,2.36E+08,4.18E-03,48.91,2.11E+08
4.00E-07,1.00E-06,2.00E-07,1,44,26,260,1000,14,4.19E-09,5.82E-09,2.24E-05,74.95,2.23E+08,4.00E+06,2.26E+08,4.18E-03,48.97,2.09E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,20,100,14,4.69E-09,6.18E-09,2.22E-05,62.3,3.49E+08,5.44E+06,3.53E+08,5.68E-04,49.47,2.74E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,20,200,14,4.83E-09,6.15E-09,1.84E-05,51.77,2.84E+08,5.05E+06,2.87E+08,5.69E-04,49.55,2.81E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,20,300,14,4.91E-09,6.15E-09,1.65E-05,45.94,2.48E+08,4.79E+06,2.49E+08,5.69E-04,49.49,2.73E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,100,14,4.48E-09,6.37E-09,2.97E-05,81.9,3.31E+08,5.80E+06,3.34E+08,1.16E-03,48.6,2.75E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,200,14,4.61E-09,6.23E-09,2.47E-05,73.95,3.03E+08,5.17E+06,3.05E+08,1.16E-03,49.28,2.71E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,300,14,4.70E-09,6.18E-09,2.22E-05,69.31,2.79E+08,4.79E+06,2.83E+08,1.16E-03,49.46,2.55E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,400,14,4.76E-09,6.16E-09,2.06E-05,65.45,2.55E+08,4.50E+06,2.56E+08,1.16E-03,49.54,2.42E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,500,14,4.81E-09,6.15E-09,1.93E-05,63.3,2.38E+08,4.24E+06,2.40E+08,1.16E-03,49.55,2.29E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,600,14,4.85E-09,6.15E-09,1.84E-05,61.61,2.24E+08,4.01E+06,2.27E+08,1.16E-03,49.55,2.20E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,700,14,4.88E-09,6.15E-09,1.77E-05,60.02,2.10E+08,3.83E+06,2.12E+08,1.16E-03,49.54,2.07E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,800,14,4.91E-09,6.15E-09,1.70E-05,58.95,1.99E+08,3.66E+06,1.99E+08,1.16E-03,49.51,1.98E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,900,14,4.94E-09,6.15E-09,1.65E-05,58.06,1.89E+08,3.51E+06,1.91E+08,1.16E-03,49.49,1.81E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,60,1000,14,4.96E-09,6.15E-09,1.61E-05,57.2,1.80E+08,3.37E+06,1.82E+08,1.16E-03,49.46,1.74E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,100,14,4.42E-09,6.51E-09,3.30E-05,93.67,3.82E+08,6.09E+06,3.85E+08,1.75E-03,47.65,2.50E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,200,14,4.53E-09,6.32E-09,2.81E-05,81.65,3.06E+08,5.28E+06,3.08E+08,1.75E-03,48.82,2.56E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,300,14,4.60E-09,6.24E-09,2.53E-05,76.69,2.79E+08,4.81E+06,2.83E+08,1.75E-03,49.2,2.42E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,400,14,4.66E-09,6.20E-09,2.35E-05,73.72,2.59E+08,4.49E+06,2.61E+08,1.75E-03,49.37,2.29E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,500,14,4.71E-09,6.18E-09,2.22E-05,71.62,2.43E+08,4.21E+06,2.44E+08,1.75E-03,49.46,2.21E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,600,14,4.75E-09,6.17E-09,2.11E-05,70.05,2.28E+08,3.96E+06,2.31E+08,1.75E-03,49.51,2.08E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,700,14,4.79E-09,6.16E-09,2.03E-05,68.83,2.16E+08,3.77E+06,2.19E+08,1.75E-03,49.54,1.99E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,800,14,4.82E-09,6.15E-09,1.95E-05,67.85,2.05E+08,3.60E+06,2.06E+08,1.75E-03,49.55,1.92E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,900,14,4.85E-09,6.15E-09,1.89E-05,67.04,1.95E+08,3.44E+06,1.96E+08,1.75E-03,49.55,1.81E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,100,1000,14,4.87E-09,6.15E-09,1.84E-05,66.37,1.86E+08,3.29E+06,1.88E+08,1.75E-03,49.55,1.75E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,200,14,4.47E-09,6.41E-09,3.06E-05,83.18,2.94E+08,5.39E+06,2.97E+08,2.33E-03,48.35,2.48E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,300,14,4.54E-09,6.31E-09,2.78E-05,80.08,2.75E+08,4.85E+06,2.79E+08,2.33E-03,48.9,2.35E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,400,14,4.60E-09,6.25E-09,2.58E-05,76.33,2.54E+08,4.51E+06,2.55E+08,2.33E-03,49.17,2.25E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,500,14,4.64E-09,6.22E-09,2.43E-05,75.2,2.40E+08,4.20E+06,2.42E+08,2.33E-03,49.32,2.14E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,600,14,4.69E-09,6.20E-09,2.32E-05,74.25,2.28E+08,3.94E+06,2.30E+08,2.33E-03,49.41,1.97E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,700,14,4.72E-09,6.18E-09,2.22E-05,73.37,2.16E+08,3.74E+06,2.19E+08,2.33E-03,49.46,1.92E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,800,14,4.76E-09,6.17E-09,2.14E-05,72.15,2.05E+08,3.57E+06,2.06E+08,2.33E-03,49.5,1.84E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,900,14,4.78E-09,6.16E-09,2.07E-05,71.65,1.96E+08,3.40E+06,1.96E+08,2.33E-03,49.53,1.80E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,140,1000,14,4.81E-09,6.16E-09,2.02E-05,71.2,1.87E+08,3.24E+06,1.89E+08,2.33E-03,49.54,1.71E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,200,14,4.44E-09,6.48E-09,3.23E-05,87.06,2.96E+08,5.49E+06,2.99E+08,2.92E-03,47.88,2.35E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,300,14,4.50E-09,6.37E-09,2.97E-05,80.79,2.68E+08,4.90E+06,2.71E+08,2.92E-03,48.59,2.31E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,400,14,4.55E-09,6.30E-09,2.74E-05,79.71,2.54E+08,4.51E+06,2.55E+08,2.92E-03,48.94,2.18E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,500,14,4.60E-09,6.26E-09,2.60E-05,77.4,2.38E+08,4.20E+06,2.40E+08,2.92E-03,49.15,2.02E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,600,14,4.64E-09,6.23E-09,2.47E-05,76.83,2.26E+08,3.93E+06,2.29E+08,2.92E-03,49.27,1.98E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,700,14,4.67E-09,6.21E-09,2.38E-05,75.55,2.14E+08,3.73E+06,2.17E+08,2.92E-03,49.37,1.87E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,800,14,4.70E-09,6.19E-09,2.29E-05,75.17,2.04E+08,3.55E+06,2.05E+08,2.92E-03,49.42,1.80E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,900,14,4.73E-09,6.18E-09,2.22E-05,74.81,1.95E+08,3.37E+06,1.96E+08,2.92E-03,49.46,1.72E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,180,1000,14,4.76E-09,6.17E-09,2.16E-05,74.08,1.86E+08,3.21E+06,1.88E+08,2.92E-03,49.5,1.67E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,300,14,4.47E-09,6.43E-09,3.11E-05,83.18,2.66E+08,4.93E+06,2.69E+08,3.51E-03,48.28,2.23E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,400,14,4.52E-09,6.34E-09,2.88E-05,80.08,2.49E+08,4.55E+06,2.50E+08,3.51E-03,48.7,2.15E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,500,14,4.56E-09,6.30E-09,2.74E-05,79.83,2.37E+08,4.20E+06,2.39E+08,3.51E-03,48.97,1.98E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,600,14,4.60E-09,6.26E-09,2.60E-05,78.2,2.24E+08,3.94E+06,2.27E+08,3.51E-03,49.12,1.94E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,700,14,4.63E-09,6.24E-09,2.51E-05,78.03,2.13E+08,3.71E+06,2.16E+08,3.51E-03,49.25,1.83E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,800,14,4.67E-09,6.22E-09,2.42E-05,77,2.03E+08,3.53E+06,2.04E+08,3.51E-03,49.32,1.77E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,900,14,4.69E-09,6.20E-09,2.35E-05,76.88,1.94E+08,3.35E+06,1.95E+08,3.51E-03,49.39,1.70E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,220,1000,14,4.72E-09,6.19E-09,2.28E-05,76.16,1.86E+08,3.19E+06,1.88E+08,3.51E-03,49.43,1.64E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,300,14,4.44E-09,6.48E-09,3.23E-05,85.19,2.65E+08,4.97E+06,2.68E+08,4.10E-03,47.96,2.17E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,400,14,4.49E-09,6.39E-09,3.01E-05,81.82,2.48E+08,4.56E+06,2.48E+08,4.10E-03,48.47,2.10E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,500,14,4.53E-09,6.33E-09,2.84E-05,79.99,2.34E+08,4.23E+06,2.36E+08,4.10E-03,48.77,1.96E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,600,14,4.57E-09,6.29E-09,2.71E-05,80,2.23E+08,3.93E+06,2.26E+08,4.10E-03,48.97,1.91E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,700,14,4.60E-09,6.27E-09,2.63E-05,78.95,2.11E+08,3.72E+06,2.13E+08,4.10E-03,49.12,1.83E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,800,14,4.63E-09,6.24E-09,2.53E-05,78.91,2.02E+08,3.51E+06,2.02E+08,4.10E-03,49.22,1.74E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,900,14,4.66E-09,6.22E-09,2.45E-05,78.13,1.93E+08,3.34E+06,1.94E+08,4.10E-03,49.3,1.67E+08
4.00E-07,1.00E-06,2.00E-07,1,44,20,260,1000,14,4.68E-09,6.21E-09,2.38E-05,77.53,1.84E+08,3.18E+06,1.87E+08,4.10E-03,49.35,1.61E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,20,100,14,4.04E-09,5.94E-09,2.14E-05,49.99,4.61E+08,7.74E+06,4.65E+08,7.28E-04,48.44,4.45E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,100,14,3.89E-09,6.15E-09,2.82E-05,77.36,4.66E+08,8.33E+06,4.71E+08,1.32E-03,47.66,4.29E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,200,14,3.98E-09,6.00E-09,2.37E-05,67.5,4.12E+08,7.49E+06,4.15E+08,1.32E-03,48.27,4.26E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,300,14,4.04E-09,5.94E-09,2.14E-05,61.96,3.73E+08,6.96E+06,3.76E+08,1.32E-03,48.43,4.03E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,400,14,4.08E-09,5.91E-09,1.99E-05,58,3.34E+08,6.52E+06,3.37E+08,1.32E-03,48.48,3.94E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,500,14,4.12E-09,5.90E-09,1.88E-05,55.51,3.10E+08,6.16E+06,3.11E+08,1.32E-03,48.48,3.70E+08
4.00E-07,1.00E-06,2.00E-07,1,37,32,60,600,14,4.14E-09,5.88E-09,1.79E-05,53.62,2.89E+08,5.87E+06,2.93E+08,1.32E-03,48.46,3.47E+08
